11599.6,12137.3,12518.3,13213.1,14066.2,14880.7,15362.4,16099.3,16999.8,16936.6,16948.4,17860.7,18445.8,18873.9,19516.5,19341.0,19137.4,18952.2,19146.7,19921.9,20354.4,20748.4,21414.5,22153.6,22564.1,22698.9,22719.7,22862.7,22827.8,23101.3,23564.1,24185.1,24423.0,24510.2,24853.3,25501.2,25825.4,26435.6,27718.2,29143.5,30279.3,31187.4,32306.9,32597.2,32003.7,33470.8,34413.1,34818.7,35311.8,35498.7,0.5%,100.0%
1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,,
3728.0,3927.9,4076.5,4324.0,4623.4,4913.4,5106.1,5375.7,5681.3,5708.1,5729.3,6041.3,6257.8,6447.8,6674.0,6631.4,6597.3,6568.3,6663.7,6981.1,7172.5,7329.2,7582.0,7868.8,8035.7,8133.3,8190.6,8250.2,8291.5,8395.4,8599.8,8839.0,8927.3,8986.7,9139.9,9371.3,9479.0,9693.0,10054.8,10556.6,10919.6,11233.7,11580.6,11732.9,11547.5,12110.8,12408.3,12586.1,12807.1,12928.4,0.9%,100.0%
